candidate_id,evidence_id,run_id,source_id,doi,title,candidate_field_type,raw_value,raw_unit,normalized_value,normalized_unit,normalization_basis,extraction_mode,local_context,evidence_anchor,confidence_hint,parser_note
CAND-0000054,EV-000024,tpe-20260828T082358Z-fd53a34a,ZPC-000028,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,sigma2,1,GM,1,GM,wavelength_nm=120,reported_direct,"on techniques,18 it is even possible to improve the feature resolution to 65 and 22 nm, respectively. A highly active TPA PI plays a key role in order to obtain an efficient and clean polymerization and therefore high-quality structures. In the literature, the TPA cross section (1 GM = 10-50 m4 sp h o t o n-1) is the currently used value to characterize the activi","dimensional (3D) structures with resolutions in the (sub)- micrometer range, such as different mechanical, electronic and optical microdevices, 1 high-density 3D optical data storage, 7 photonic crystals,8 polymer-based optical waveguides on inte- grated circuit boards, 9-12 and the like. Furthermore, the high resolution and the versatility in the building process offer new routes for biomedical applications, such as tailored replacement materials.13,14 TPIP is a solid free-form fabrication technique where a resin, which contains mainly a multifunctional acrylate-based monomer and a photoinitiator (PI), is cur ed inside the focal point of a femtosecond pulsed near-infrared laser beam. With this unique process it is possible to produce complex 3D structures with resolutions (∼120 nm) below the diffraction limit of the utilized wavelength.15 With advanced techniques such as the application of radical quenchers16,17 or repolymerization techniques,18 it is even possible to improve the feature resolution to 65 and 22 nm, respectively. A highly active TPA PI plays a key role in order to obtain an efficient and clean polymerization and therefore high-quality structures. In the literature, the TPA cross section (1 GM = 10-50 m4 sp h o t o n-1) is the currently used value to characterize the activi",medium,sigma2 candidate; quality A/B/C decided by strict gates and manual audit
CAND-0000055,EV-000024,tpe-20260828T082358Z-fd53a34a,ZPC-000028,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,series_context,wavelength_nm=120;power_measurement_plane=not_reported;resin_formulation=candidate_in_anchor,context,,,not_applicable,reported_direct,"dimensional (3D) structures with resolutions in the (sub)- micrometer range, such as different mechanical, electronic and optical microdevices, 1 high-density 3D optical data storage, 7 photonic crystals,8 polymer-based optical waveguides on inte- grated circuit boards, 9-12 and the like. Furthermore, the high resolution and the versatility in the building process offer new routes for biomedical applications, such as tailored replacement materials.13,14 TPIP is a solid free-form fabrication technique where a resin, which contains mainly a multifunctional acrylate-based monomer and a photoinitiator (PI), is cur ed inside the focal point of a femtosecond pulsed near-infrared laser beam. With this unique process it is possible to produce complex 3D structures with resolutions (∼120 nm) below the diffraction limit of the utilized wavelength.15 With advanced techniques such as the applicat...","dimensional (3D) structures with resolutions in the (sub)- micrometer range, such as different mechanical, electronic and optical microdevices, 1 high-density 3D optical data storage, 7 photonic crystals,8 polymer-based optical waveguides on inte- grated circuit boards, 9-12 and the like. Furthermore, the high resolution and the versatility in the building process offer new routes for biomedical applications, such as tailored replacement materials.13,14 TPIP is a solid free-form fabrication technique where a resin, which contains mainly a multifunctional acrylate-based monomer and a photoinitiator (PI), is cur ed inside the focal point of a femtosecond pulsed near-infrared laser beam. With this unique process it is possible to produce complex 3D structures with resolutions (∼120 nm) below the diffraction limit of the utilized wavelength.15 With advanced techniques such as the application of radical quenchers16,17 or repolymerization techniques,18 it is even possible to improve the feature resolution to 65 and 22 nm, respectively. A highly active TPA PI plays a key role in order to obtain an efficient and clean polymerization and therefore high-quality structures. In the literature, the TPA cross section (1 GM = 10-50 m4 sp h o t o n-1) is the currently used value to characterize the activi",medium,series context candidate; matched-series equality still requires audit
CAND-0000056,EV-000025,tpe-20260828T082358Z-fd53a34a,ZPC-000028,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,series_context,wavelength_nm=600;NA=0.95;pulse_width_fs=150;repetition_rate_MHz=100;power_measurement_plane=not_reported,context,,,not_applicable,reported_direct,"the OPA signal) to 600 nm. Because of the conversion, the max- imum pulse energy is less than 25 μJ, when pumped with 1 mJ pulses from the Spitfire. In case of 800 nm structuring the laser pulses are guided through an electro-optical switch that works also as laser attenuator by remote control of the crystal high voltage of the Pockels cell. Furthermore, a spatial filter im- proves fundamental spatial Gaussian beam distribution. The laser is focused into the sample by a 100 /C2 microscope objective (NA = 0.95). A He-Ne laser is collinearly guided to the sample, and the back-reflected light of the He -Ne laser is detected by a photodiode in a confocal setup, which permits the measurement of the sample’s surface position and depth. The sample is moved by an Aerotech three axes stage relative to the laser focus in order to form a 3D structure (design of photonic structures by means of CA...","the OPA signal) to 600 nm. Because of the conversion, the max- imum pulse energy is less than 25 μJ, when pumped with 1 mJ pulses from the Spitfire. In case of 800 nm structuring the laser pulses are guided through an electro-optical switch that works also as laser attenuator by remote control of the crystal high voltage of the Pockels cell. Furthermore, a spatial filter im- proves fundamental spatial Gaussian beam distribution. The laser is focused into the sample by a 100 /C2 microscope objective (NA = 0.95). A He-Ne laser is collinearly guided to the sample, and the back-reflected light of the He -Ne laser is detected by a photodiode in a confocal setup, which permits the measurement of the sample’s surface position and depth. The sample is moved by an Aerotech three axes stage relative to the laser focus in order to form a 3D structure (design of photonic structures by means of CAD modeling). Additionally, to achieve higher resolutions of 3-dimensional structures, a different laser lithography system (Nanoscribe Photonic Standard, system B) was used. This system is equipped with a fiber laser, which provides NIR pulses at 780 nm wavelength with a pulse duration of ∼150 fs. The system operates at a repetition rate of 100 MHz. Direct laser writing with this system is usually carried ou",medium,series context candidate; matched-series equality still requires audit
CAND-0000057,EV-000026,tpe-20260828T082358Z-fd53a34a,ZPC-000028,10.1021/ma9007785,Structure-activity relationship in d-π-a-π-d-based photoinitiators for the two-photon-induced photopolymerization process,series_context,power_measurement_plane=not_reported;development_protocol=reported,context,,,not_applicable,reported_direct,"For all samples the same fabrication process was implemented: The optical material was drop-cast onto a glass substrate. Subsequently, the samples were exposed to the laser beam, and the focus was scanned across the photo- sensitive material, which leads to an embedded 3D structure inside the material volume. After laser writing, the unexposed material was removed by development of the structure in methanol (rinsing). In a final step the samples were subjected to UV flood exposure to finally cure the optical material. The resulting structures, particularly their structural dimensions, integrity, and surface quality, were studied by means of SEM (JEOL JSM-5600). Results and Discussion Syntheses. Generally, the new amine-donor-containing derivatives B3K and P3K were prepared in a similar way to the synthesis of M3K (Scheme 2). The key intermediates were the terminal aryl acetylenes 2a a...","For all samples the same fabrication process was implemented: The optical material was drop-cast onto a glass substrate. Subsequently, the samples were exposed to the laser beam, and the focus was scanned across the photo- sensitive material, which leads to an embedded 3D structure inside the material volume. After laser writing, the unexposed material was removed by development of the structure in methanol (rinsing). In a final step the samples were subjected to UV flood exposure to finally cure the optical material. The resulting structures, particularly their structural dimensions, integrity, and surface quality, were studied by means of SEM (JEOL JSM-5600). Results and Discussion Syntheses. Generally, the new amine-donor-containing derivatives B3K and P3K were prepared in a similar way to the synthesis of M3K (Scheme 2). The key intermediates were the terminal aryl acetylenes 2a and 2b (Scheme 1). There are several synthetic routes in the literature to obtain theses precursors. The most common is the reaction of a corre- sponding 4-iodobenzeneamine derivative under Sonogashira coupling conditions with either (trimethylsilyl)acetylene or 2-methyl-3-butyn-2-ol followed by a subsequent cleavage of the protection group in a second step (method A). 45,46 Furthermore, Michel et al. 4",low,series context candidate; matched-series equality still requires audit
CAND-0000058,EV-000027,tpe-20260828T082358Z-fd53a34a,ZPC-000049,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,sigma2,40,GM,40,GM,wavelength_nm=780,reported_direct,"40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstrate good correlations. 2–5,30,31 He","40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstrate good correlations. 2–5,30,31 Here, we note that the direct comparison of 2PA cross-sections between experiment and theory is challenging due to the high sensitivity of cross- section values to the variety of experimental parameters and referencing methods, as well as the selection of parameters for the calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC consid",medium,sigma2 candidate; quality A/B/C decided by strict gates and manual audit
CAND-0000059,EV-000027,tpe-20260828T082358Z-fd53a34a,ZPC-000049,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,sigma2,82,GM,82,GM,wavelength_nm=780,reported_direct,"ariety of experimental parameters and referencing methods, as well as the selection of parameters for the calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cros","40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstrate good correlations. 2–5,30,31 Here, we note that the direct comparison of 2PA cross-sections between experiment and theory is challenging due to the high sensitivity of cross- section values to the variety of experimental parameters and referencing methods, as well as the selection of parameters for the calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC consid",medium,sigma2 candidate; quality A/B/C decided by strict gates and manual audit
CAND-0000060,EV-000027,tpe-20260828T082358Z-fd53a34a,ZPC-000049,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,sigma2,40,GM,40,GM,wavelength_nm=780,reported_direct,"cing methods, as well as the selection of parameters for the calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections","40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstrate good correlations. 2–5,30,31 Here, we note that the direct comparison of 2PA cross-sections between experiment and theory is challenging due to the high sensitivity of cross- section values to the variety of experimental parameters and referencing methods, as well as the selection of parameters for the calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC consid",medium,sigma2 candidate; quality A/B/C decided by strict gates and manual audit
CAND-0000061,EV-000027,tpe-20260828T082358Z-fd53a34a,ZPC-000049,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,sigma2,200,GM,200,GM,wavelength_nm=780,reported_direct,"using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC consid","40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstrate good correlations. 2–5,30,31 Here, we note that the direct comparison of 2PA cross-sections between experiment and theory is challenging due to the high sensitivity of cross- section values to the variety of experimental parameters and referencing methods, as well as the selection of parameters for the calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC consid",medium,sigma2 candidate; quality A/B/C decided by strict gates and manual audit
CAND-0000062,EV-000027,tpe-20260828T082358Z-fd53a34a,ZPC-000049,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,PI_loading,10,%,,,not_normalizable,candidate_only,"ton induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither","40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstrate good correlations. 2–5,30,31 Here, we note that the direct comparison of 2PA cross-sections between experiment and theory is challenging due to the high sensitivity of cross- section values to the variety of experimental parameters and referencing methods, as well as the selection of parameters for the calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC consid",low,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000063,EV-000027,tpe-20260828T082358Z-fd53a34a,ZPC-000049,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,series_context,wavelength_nm=780;power_measurement_plane=not_reported,context,,,not_applicable,reported_direct,"40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstrate good correlations. 2–5,30,31 Here, we note that the direct comparison of 2PA cross-sections between experiment and theory is challenging due to the high sensitivity of cross- section values to the variety of experimental parameters and referencing methods, as well as the selection of parameters for the calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly,...","40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstrate good correlations. 2–5,30,31 Here, we note that the direct comparison of 2PA cross-sections between experiment and theory is challenging due to the high sensitivity of cross- section values to the variety of experimental parameters and referencing methods, as well as the selection of parameters for the calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC consid",medium,series context candidate; matched-series equality still requires audit
CAND-0000064,EV-000028,tpe-20260828T082358Z-fd53a34a,ZPC-000049,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,sigma2,82,GM,82,GM,wavelength_nm=778,reported_direct,"calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cros","calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC considered the potential for higher-order absorption processes. To evaluate the possibility for DETC to simultaneously absorb three photons during singlet –singlet 3PA, the respective spectrum in the gas phase was calculated (Fig. 2c, and Table S14†). A peak related to S 0 / S1 transition was found to be at 1010.74 nm with a 3PA cross-section of 5.6 × 10−78 cm6 s2 photon−1. The cross-section values related to transitions between S0 and higher excited states using the laser wavelength of 819 –778 nm ( i.e.,S 0 / S3,S 0 /",medium,sigma2 candidate; quality A/B/C decided by strict gates and manual audit
CAND-0000065,EV-000028,tpe-20260828T082358Z-fd53a34a,ZPC-000049,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,sigma2,40,GM,40,GM,wavelength_nm=778,reported_direct,"calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections","calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC considered the potential for higher-order absorption processes. To evaluate the possibility for DETC to simultaneously absorb three photons during singlet –singlet 3PA, the respective spectrum in the gas phase was calculated (Fig. 2c, and Table S14†). A peak related to S 0 / S1 transition was found to be at 1010.74 nm with a 3PA cross-section of 5.6 × 10−78 cm6 s2 photon−1. The cross-section values related to transitions between S0 and higher excited states using the laser wavelength of 819 –778 nm ( i.e.,S 0 / S3,S 0 /",medium,sigma2 candidate; quality A/B/C decided by strict gates and manual audit
CAND-0000066,EV-000028,tpe-20260828T082358Z-fd53a34a,ZPC-000049,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,sigma2,200,GM,200,GM,wavelength_nm=778,reported_direct,"using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC considered the potential for higher-order absorption processes. To evaluate the possibility for DETC to simultaneously absorb three photon","calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC considered the potential for higher-order absorption processes. To evaluate the possibility for DETC to simultaneously absorb three photons during singlet –singlet 3PA, the respective spectrum in the gas phase was calculated (Fig. 2c, and Table S14†). A peak related to S 0 / S1 transition was found to be at 1010.74 nm with a 3PA cross-section of 5.6 × 10−78 cm6 s2 photon−1. The cross-section values related to transitions between S0 and higher excited states using the laser wavelength of 819 –778 nm ( i.e.,S 0 / S3,S 0 /",medium,sigma2 candidate; quality A/B/C decided by strict gates and manual audit
CAND-0000067,EV-000028,tpe-20260828T082358Z-fd53a34a,ZPC-000049,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,PI_loading,10,%,,,not_normalizable,candidate_only,"ton induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither","calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC considered the potential for higher-order absorption processes. To evaluate the possibility for DETC to simultaneously absorb three photons during singlet –singlet 3PA, the respective spectrum in the gas phase was calculated (Fig. 2c, and Table S14†). A peak related to S 0 / S1 transition was found to be at 1010.74 nm with a 3PA cross-section of 5.6 × 10−78 cm6 s2 photon−1. The cross-section values related to transitions between S0 and higher excited states using the laser wavelength of 819 –778 nm ( i.e.,S 0 / S3,S 0 /",low,loading candidate; mmol/g only filled when directly reportable from text
CAND-0000068,EV-000028,tpe-20260828T082358Z-fd53a34a,ZPC-000049,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,series_context,wavelength_nm=778;power_measurement_plane=not_reported,context,,,not_applicable,reported_direct,"calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC considered the potential for higher-order absorption processes. To evaluate the possibility for DETC to simultaneously...","calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA cross-sections of DETC di ﬀer between 82 GM and 40 GM, depending on the solvent and measurement technique (two-photon induced uorescence and z-scan, respectively). 16,66 Several factors contribute to the discrepancy in these values. Firstly, the determination of 2PA absorption cross-sections using two-photon uorescence has an accuracy limited to 8 – 10%.67 Secondly, it is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC considered the potential for higher-order absorption processes. To evaluate the possibility for DETC to simultaneously absorb three photons during singlet –singlet 3PA, the respective spectrum in the gas phase was calculated (Fig. 2c, and Table S14†). A peak related to S 0 / S1 transition was found to be at 1010.74 nm with a 3PA cross-section of 5.6 × 10−78 cm6 s2 photon−1. The cross-section values related to transitions between S0 and higher excited states using the laser wavelength of 819 –778 nm ( i.e.,S 0 / S3,S 0 /",medium,series context candidate; matched-series equality still requires audit
CAND-0000069,EV-000029,tpe-20260828T082358Z-fd53a34a,ZPC-000049,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,sigma2,200,GM,200,GM,wavelength_nm=778,reported_direct,"is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC considered the potential for higher-order absorption processes. To evaluate the possibility for DETC to simultaneously absorb three photon","is known that z-scan data typically under- estimates 2PA cross-section by up to a factor of 2.5 –5,68 bringing the true value measured via z-scan closer to 100 –200 GM. Finally, it is important to keep in mind that neither of the mentioned experimental studies of DETC considered the potential for higher-order absorption processes. To evaluate the possibility for DETC to simultaneously absorb three photons during singlet –singlet 3PA, the respective spectrum in the gas phase was calculated (Fig. 2c, and Table S14†). A peak related to S 0 / S1 transition was found to be at 1010.74 nm with a 3PA cross-section of 5.6 × 10−78 cm6 s2 photon−1. The cross-section values related to transitions between S0 and higher excited states using the laser wavelength of 819 –778 nm ( i.e.,S 0 / S3,S 0 / S4 and S 0 / S5) are in the range of 1 –42 × 10−78 cm6 s2 photon−1. Therefore, theoretical calculations indicate that DETC might be prone to instanta- neously absorb three photons, leading to very high singlet excited states. Since such highly excited states tend to relax rapidly via conical intersections (typical vibrational frequencies of modes coupled to the electronic transition have been calcu- lated to be on the order 20 THz, i.e., 50 fs), 69 which are unstable, they will decay to the lowest singlet excited",medium,sigma2 candidate; quality A/B/C decided by strict gates and manual audit
