entity_id,paper_id,doi,source_label,canonical_name,canonical_smiles,inchikey,molecular_formula,confidence_tier,identity_status,identity_channel,source_evidence_id,source_location,rendered_page_path,source_detection_count,external_query_name,external_pubchem_cid,external_inchikey,crosscheck_basis,scientific_use_boundary
SRCENT-c424c9fb41efae8f42,OA2P-000106,10.1016/j.eurpolymj.2023.111883,camphorquinone,camphorquinone,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-877af16027494f2c,PDF page 10; embedded-text characters 1859-1873,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\OA2P-000106\page_0010.png,0,camphorquinone,25208,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-19dfb513ff81876879,ZPC-003710,10.1016/j.jphotochem.2020.112844,camphorquinone,camphorquinone,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-0c76178dae92d086,PDF page 1; embedded-text characters 1636-1650,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-003710\page_0001.png,0,camphorquinone,25208,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-aa7a9f16af2f0af37f,ZPC-000304,10.1016/j.porgcoat.2018.05.008,Darocur 184,1-Hydroxycyclohexyl phenyl ketone,O=C(c1ccccc1)C1(O)CCCCC1,QNODIIQQMGDSEF-UHFFFAOYSA-N,C13H16O2,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-9d0923dc97216fe3,PDF page 2; embedded-text characters 427-438,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-000304\page_0002.png,0,1-Hydroxycyclohexyl phenyl ketone,70355,QNODIIQQMGDSEF-UHFFFAOYSA-N,explicit_source_local_name_expansion_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-980eff1ece9f559747,ZPC-000304,10.1016/j.porgcoat.2018.05.008,Darocur 651,Benzil dimethyl ketal,COC(OC)(C(=O)c1ccccc1)c1ccccc1,KWVGIHKZDCUPEU-UHFFFAOYSA-N,C16H16O3,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-ba4b83f9d043779b,PDF page 2; embedded-text characters 472-483,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-000304\page_0002.png,0,Benzil dimethyl ketal,90571,KWVGIHKZDCUPEU-UHFFFAOYSA-N,explicit_source_local_name_expansion_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-60ad136656e7ed0d46,ZPC-005973,10.1016/j.porgcoat.2021.106214,thioxanthone,thioxanthone,O=c1c2ccccc2sc2ccccc12,YRHRIQCWCFGUEQ-UHFFFAOYSA-N,C13H8OS,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-008a6f5c289244dc,PDF page 1; embedded-text characters 3308-3320,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-005973\page_0001.png,0,thioxanthone,10295,YRHRIQCWCFGUEQ-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-adbaaf2183a501cf1e,ZPC-005497,10.1016/j.progpolymsci.2020.101277,camphorquinone,camphorquinone,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-92aec80c6adf1837,PDF page 5; embedded-text characters 1472-1486,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-005497\page_0005.png,0,camphorquinone,25208,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-ff6e693086a48c5b4a,ZPC-005497,10.1016/j.progpolymsci.2020.101277,thioxanthone,thioxanthone,O=c1c2ccccc2sc2ccccc12,YRHRIQCWCFGUEQ-UHFFFAOYSA-N,C13H8OS,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-dba9b8d8c27550f2,PDF page 8; embedded-text characters 2319-2331,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-005497\page_0008.png,0,thioxanthone,10295,YRHRIQCWCFGUEQ-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-ffecb74a0899ec6fec,ZPC-001606,10.1021/acs.macromol.1c00761,benzophenone,benzophenone,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-5ce672d5613d98e2,PDF page 4; embedded-text characters 1879-1891,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-001606\page_0004.png,0,benzophenone,3102,RWCCWEUUXYIKHB-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-2bc07af501282a7369,ZPC-001606,10.1021/acs.macromol.1c00761,camphorquinone,camphorquinone,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-9eb25a21bfbd2973,PDF page 4; embedded-text characters 5022-5036,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-001606\page_0004.png,0,camphorquinone,25208,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-f394e00e68fa688bb6,ZPC-001606,10.1021/acs.macromol.1c00761,thioxanthone,thioxanthone,O=c1c2ccccc2sc2ccccc12,YRHRIQCWCFGUEQ-UHFFFAOYSA-N,C13H8OS,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-c7a3df7559f192cd,PDF page 4; embedded-text characters 1909-1921,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-001606\page_0004.png,0,thioxanthone,10295,YRHRIQCWCFGUEQ-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-441e8995fec6cb3ac9,zotero_B6B7CEZ3,10.1021/acsapm.0c01291,thioxanthone,thioxanthone,O=c1c2ccccc2sc2ccccc12,YRHRIQCWCFGUEQ-UHFFFAOYSA-N,C13H8OS,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-d9ff231ac508d288,PDF page 10; embedded-text characters 417-429,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\zotero_B6B7CEZ3\page_0010.png,0,thioxanthone,10295,YRHRIQCWCFGUEQ-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-55efe70bc7aaa04397,zotero_PJQEIM6F,10.1021/acsapm.4c00932,benzophenone,benzophenone,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-b9fe32597fed8634,PDF page 1; embedded-text characters 3011-3023,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\zotero_PJQEIM6F\page_0001.png,0,benzophenone,3102,RWCCWEUUXYIKHB-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-f27d56ceabfdb6d312,ZPC-000012,10.1021/acsmacrolett.7b00499,benzophenone,benzophenone,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-57b91883eb8c80ae,PDF page 1; embedded-text characters 3005-3017,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-000012\page_0001.png,0,benzophenone,3102,RWCCWEUUXYIKHB-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-21700b578a5474d009,ZPC-006011,10.1021/ma500612x,benzophenone,benzophenone,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-8009ba11d6665d63,PDF page 1; embedded-text characters 2316-2328,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-006011\page_0001.png,0,benzophenone,3102,RWCCWEUUXYIKHB-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-c6573ab8ebe3654d8f,ZPC-002625,10.1021/ma5006793,camphorquinone,camphorquinone,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-15124fa86509f95b,PDF page 1; embedded-text characters 4295-4309,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-002625\page_0001.png,0,camphorquinone,25208,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-660ebad909577b4346,zotero_XAY2YYCX,10.1021/ma9007785,benzophenone,benzophenone,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-7d786e78fcc6c9f6,PDF page 6; embedded-text characters 1363-1375,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\zotero_XAY2YYCX\page_0006.png,0,benzophenone,3102,RWCCWEUUXYIKHB-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-0d4562c4e63a81d0b5,ZPC-005809,10.1021/ma900887h,benzophenone,benzophenone,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-1d63fbf1e400138b,PDF page 1; embedded-text characters 1675-1687,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-005809\page_0001.png,0,benzophenone,3102,RWCCWEUUXYIKHB-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-56af512470e500b83e,ZPC-000052,10.1038/17989,benzophenone,benzophenone,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-d64d4847be33d6ea,PDF page 2; embedded-text characters 4351-4363,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-000052\page_0002.png,0,benzophenone,3102,RWCCWEUUXYIKHB-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-4e1bd912da615cd61a,ZPC-001953,10.1038/s41598-017-17391-1,Irgacure 2959,1-[4-(2-hydroxyethoxy)-phenyl]- 2-hydroxy-2-methyl-1-propane-1-one,CC(C)(O)C(=O)c1ccc(OCCO)cc1,GJKGAPPUXSSCFI-UHFFFAOYSA-N,C12H16O4,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-2c7ab39b24322f19,PDF page 6; embedded-text characters 3653-3666,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-001953\page_0006.png,0,1-[4-(2-hydroxyethoxy)-phenyl]- 2-hydroxy-2-methyl-1-propane-1-one,86266,GJKGAPPUXSSCFI-UHFFFAOYSA-N,explicit_source_local_name_expansion_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-e680f9cca3dca8eeaa,ZPC-000711,10.1039/c9py01819k,camphorquinone,camphorquinone,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-262eccde8a5b0d43,PDF page 2; embedded-text characters 2358-2372,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-000711\page_0002.png,0,camphorquinone,25208,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-9ca189575d9369b112,ZPC-004826,10.1117/12.634627,camphorquinone,camphorquinone,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-2fe7e6871c81c0ab,PDF page 1; embedded-text characters 413-427,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-004826\page_0001.png,0,camphorquinone,25208,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-36fddb71483439dfd5,zotero_AU74BQZ6,10.37188/lam.2023.004,camphorquinone,camphorquinone,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,A_text_crosschecked,independent_database_crosschecked_source_text_identity,source_text_plus_pubchem,TXTID-eeae806c0224cfc9,PDF page 11; embedded-text characters 6001-6015,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\zotero_AU74BQZ6\page_0011.png,0,camphorquinone,25208,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-90e15f63df794f3e59,ZPC-000031,10.1021/acs.macromol.7b00089,OXE01,OXE01,CCCCCC/C(=N\OC(=O)c1ccccc1)C(=O)c1ccc(Sc2ccccc2)cc1,LOCXTTRLSIDGPS-AZPGRJICSA-N,C27H27NO3S,A_auto,automatic_closed_repeated_strict_panel_structure,repeated_strict_source_panels,PANELSTR-7b9c0621998444d068,"PDF page 4; structure bbox (981, 310, 1432, 588); label bbox (1147, 559, 1237, 581) | PDF page 5; structure bbox (884, 419, 1276, 659); label bbox (1029, 636, 1106, 655) | PDF page 7; structure bbox (415, 332, 811, 572); label bbox (571, 531, 649, 551)",outputs\literature_kb_source_structure_refinement_batch2_20260906\source_pages\ZPC-000031\page_0004.png,3,,,,at_least_two_independent_strict_panel_detections_agree,"Molecular identity linkage only; not evidence for experimental numerical values, model performance, screening outcomes, or simulation inputs."
SRCENT-65ab6786346f1710f2,zotero_4UUBRRGP,10.1002/adfm.201203880,Irgacure 2959,1-[4-(2-hydroxyethoxy)-phenyl]- 2-hydroxy-2-methyl-1-propane-1-one,CC(C)(O)C(=O)c1ccc(OCCO)cc1,GJKGAPPUXSSCFI-UHFFFAOYSA-N,C12H16O4,A_alias_consensus,cross_source_trade_name_consensus_accepted,cross_source_trade_name_consensus,TXTID-693f1c1e57166039,PDF page 4; embedded-text characters 4757-4770,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_trade_name_consensus_20260906\target_source_pages\zotero_4UUBRRGP\page_0004.png,0,Irgacure 2959,86266,GJKGAPPUXSSCFI-UHFFFAOYSA-N,independent_source_text_definition_and_source_panel_agree_on_inchikey_plus_exact_pubchem_synonym,"Molecular identity linkage only; not numerical evidence, a training label, an external-test observation, a screening decision, or a COMSOL input."
SRCENT-a5516e3e1ded6213ae,ZPC-005476,10.1016/j.actbio.2010.10.023,Irgacure 2959,1-[4-(2-hydroxyethoxy)-phenyl]- 2-hydroxy-2-methyl-1-propane-1-one,CC(C)(O)C(=O)c1ccc(OCCO)cc1,GJKGAPPUXSSCFI-UHFFFAOYSA-N,C12H16O4,A_alias_consensus,cross_source_trade_name_consensus_accepted,cross_source_trade_name_consensus,TXTID-327a919d23be728b,PDF page 2; embedded-text characters 6003-6016,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_trade_name_consensus_20260906\target_source_pages\ZPC-005476\page_0002.png,0,Irgacure 2959,86266,GJKGAPPUXSSCFI-UHFFFAOYSA-N,independent_source_text_definition_and_source_panel_agree_on_inchikey_plus_exact_pubchem_synonym,"Molecular identity linkage only; not numerical evidence, a training label, an external-test observation, a screening decision, or a COMSOL input."
