supplement_id,source_id,zotero_key,doi,title,field_name,raw_value,raw_unit,normalized_value,normalized_unit,page_hint,evidence_anchor,local_context,normalization_basis,extraction_mode,automatic_status,automatic_confidence,automatic_gate_decision,automatic_gate_reason,source_record_id
SUP-AUTO-000071,ZPC-000049,,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,sigma_2pa,119.0,GM,119.0,GM,,"ms of symmetry of the state and the electric dipole transitions. Therefore, not all molecules are both 1PA and 2PA active, however, the calculated 2PA spectrum of DETC (Fig. 2b) reveals its 2PA activity. The 2PA spectrum of DETC in ACN shows maximum absorption at 12698 | Chem. Sci.,2 0 2 4 ,15, 12695–12709 © 2024 The Author(s). Published by the Royal Society of Chemistry Chemical Science Edge Article Open Access Article. Published on 15 July 2024. Downloaded on 6/25/2026 11:42:48 AM. This article is licensed under a Creative Commons Attribution 3.0 Unported Licence. View Article Online --- Page 6 --- 720.84 nm with the highest calculated cross-section at this wavelength of 119.0 GM (Fig. 2b, and Table S13 †). The spectrum possesses a blue-shi  in comparison to experiments 16,66 which is a repercussion of the blue-shi  in the 1PA spectrum (Fig. 2a), where the calculated and measured absorption maximum are located at 359.30 nm and 421.00 nm, respectively (see Table S1 and Fig. S3 †). The calculated 2PA cross-section is higher than the recently reported 2PA cross-sections of DETC in dichloro- methane (82 GM) 16 and dimethyl sulfoxide (40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering sp","e Open Access Article. Published on 15 July 2024. Downloaded on 6/25/2026 11:42:48 AM. This article is licensed under a Creative Commons Attribution 3.0 Unported Licence. View Article Online --- Page 6 --- 720.84 nm with the highest calculated cross-section at this wavelength of 119.0 GM (Fig. 2b, and Table S13 †). The spectrum possesses a blue-shi  in comparison to experiments 16,66 which is a repercussion of the blue-shi  in the 1PA spectrum (Fig. 2a), where the calculated and measured absorption maximum are located at",wavelength_nm=780,reported_direct,auto_provisional_accept,machine_high,auto_accept,"sigma2 candidate has value, unit, and wavelength anchor; A/B quality still needs audit",CAND-0000071
SUP-AUTO-000072,ZPC-000049,,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,sigma_2pa,82,GM,82,GM,,"ms of symmetry of the state and the electric dipole transitions. Therefore, not all molecules are both 1PA and 2PA active, however, the calculated 2PA spectrum of DETC (Fig. 2b) reveals its 2PA activity. The 2PA spectrum of DETC in ACN shows maximum absorption at 12698 | Chem. Sci.,2 0 2 4 ,15, 12695–12709 © 2024 The Author(s). Published by the Royal Society of Chemistry Chemical Science Edge Article Open Access Article. Published on 15 July 2024. Downloaded on 6/25/2026 11:42:48 AM. This article is licensed under a Creative Commons Attribution 3.0 Unported Licence. View Article Online --- Page 6 --- 720.84 nm with the highest calculated cross-section at this wavelength of 119.0 GM (Fig. 2b, and Table S13 †). The spectrum possesses a blue-shi  in comparison to experiments 16,66 which is a repercussion of the blue-shi  in the 1PA spectrum (Fig. 2a), where the calculated and measured absorption maximum are located at 359.30 nm and 421.00 nm, respectively (see Table S1 and Fig. S3 †). The calculated 2PA cross-section is higher than the recently reported 2PA cross-sections of DETC in dichloro- methane (82 GM) 16 and dimethyl sulfoxide (40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering sp","n the 1PA spectrum (Fig. 2a), where the calculated and measured absorption maximum are located at 359.30 nm and 421.00 nm, respectively (see Table S1 and Fig. S3 †). The calculated 2PA cross-section is higher than the recently reported 2PA cross-sections of DETC in dichloro- methane (82 GM) 16 and dimethyl sulfoxide (40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering sp",wavelength_nm=780,reported_direct,auto_provisional_accept,machine_high,auto_accept,"sigma2 candidate has value, unit, and wavelength anchor; A/B quality still needs audit",CAND-0000072
SUP-AUTO-000073,ZPC-000049,,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,sigma_2pa,40,GM,40,GM,,"ms of symmetry of the state and the electric dipole transitions. Therefore, not all molecules are both 1PA and 2PA active, however, the calculated 2PA spectrum of DETC (Fig. 2b) reveals its 2PA activity. The 2PA spectrum of DETC in ACN shows maximum absorption at 12698 | Chem. Sci.,2 0 2 4 ,15, 12695–12709 © 2024 The Author(s). Published by the Royal Society of Chemistry Chemical Science Edge Article Open Access Article. Published on 15 July 2024. Downloaded on 6/25/2026 11:42:48 AM. This article is licensed under a Creative Commons Attribution 3.0 Unported Licence. View Article Online --- Page 6 --- 720.84 nm with the highest calculated cross-section at this wavelength of 119.0 GM (Fig. 2b, and Table S13 †). The spectrum possesses a blue-shi  in comparison to experiments 16,66 which is a repercussion of the blue-shi  in the 1PA spectrum (Fig. 2a), where the calculated and measured absorption maximum are located at 359.30 nm and 421.00 nm, respectively (see Table S1 and Fig. S3 †). The calculated 2PA cross-section is higher than the recently reported 2PA cross-sections of DETC in dichloro- methane (82 GM) 16 and dimethyl sulfoxide (40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering sp","measured absorption maximum are located at 359.30 nm and 421.00 nm, respectively (see Table S1 and Fig. S3 †). The calculated 2PA cross-section is higher than the recently reported 2PA cross-sections of DETC in dichloro- methane (82 GM) 16 and dimethyl sulfoxide (40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering sp",wavelength_nm=780,reported_direct,auto_provisional_accept,machine_high,auto_accept,"sigma2 candidate has value, unit, and wavelength anchor; A/B quality still needs audit",CAND-0000073
SUP-AUTO-000074,ZPC-000049,,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,experimental_context,wavelength_nm=780;power_measurement_plane=not_reported,context,,,,"ms of symmetry of the state and the electric dipole transitions. Therefore, not all molecules are both 1PA and 2PA active, however, the calculated 2PA spectrum of DETC (Fig. 2b) reveals its 2PA activity. The 2PA spectrum of DETC in ACN shows maximum absorption at 12698 | Chem. Sci.,2 0 2 4 ,15, 12695–12709 © 2024 The Author(s). Published by the Royal Society of Chemistry Chemical Science Edge Article Open Access Article. Published on 15 July 2024. Downloaded on 6/25/2026 11:42:48 AM. This article is licensed under a Creative Commons Attribution 3.0 Unported Licence. View Article Online --- Page 6 --- 720.84 nm with the highest calculated cross-section at this wavelength of 119.0 GM (Fig. 2b, and Table S13 †). The spectrum possesses a blue-shi  in comparison to experiments 16,66 which is a repercussion of the blue-shi  in the 1PA spectrum (Fig. 2a), where the calculated and measured absorption maximum are located at 359.30 nm and 421.00 nm, respectively (see Table S1 and Fig. S3 †). The calculated 2PA cross-section is higher than the recently reported 2PA cross-sections of DETC in dichloro- methane (82 GM) 16 and dimethyl sulfoxide (40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering sp","ms of symmetry of the state and the electric dipole transitions. Therefore, not all molecules are both 1PA and 2PA active, however, the calculated 2PA spectrum of DETC (Fig. 2b) reveals its 2PA activity. The 2PA spectrum of DETC in ACN shows maximum absorption at 12698 | Chem. Sci.,2 0 2 4 ,15, 12695–12709 © 2024 The Author(s). Published by the Royal Society of Chemistry Chemical Science Edge Article Open Access Article. Published on 15 July 2024. Downloaded on 6/25/2026 11:42:48 AM. This article is licensed under a Creative Commons Attribution 3.0 Unported Licence. View Article Online --- Page 6 --- 720.84 nm with the highest calculated cross-section at this wavelength of 119.0 GM (Fig. 2b, and Table S13 †). The spectrum possesses a blue-shi  in comparison to experiments 16,66 which is a repercussion of the blue-shi  in the 1PA spectrum (Fig. 2a), where the calculated and measured...",not_applicable,reported_direct,auto_retained_context_candidate,machine_medium,manual_review,context_missing_resin,CAND-0000074
SUP-AUTO-000075,ZPC-000049,,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,sigma_2pa,119.0,GM,119.0,GM,,"censed under a Creative Commons Attribution 3.0 Unported Licence. View Article Online --- Page 6 --- 720.84 nm with the highest calculated cross-section at this wavelength of 119.0 GM (Fig. 2b, and Table S13 †). The spectrum possesses a blue-shi  in comparison to experiments 16,66 which is a repercussion of the blue-shi  in the 1PA spectrum (Fig. 2a), where the calculated and measured absorption maximum are located at 359.30 nm and 421.00 nm, respectively (see Table S1 and Fig. S3 †). The calculated 2PA cross-section is higher than the recently reported 2PA cross-sections of DETC in dichloro- methane (82 GM) 16 and dimethyl sulfoxide (40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstrate good correlations. 2–5,30,31 Here, we note that the direct comparison of 2PA cross-sections between experiment and theory is challenging due to the high sensitivity of cross- section values to the variety of experimental parameters and referencing methods, as well as the selection of parameters for the calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA c","censed under a Creative Commons Attribution 3.0 Unported Licence. View Article Online --- Page 6 --- 720.84 nm with the highest calculated cross-section at this wavelength of 119.0 GM (Fig. 2b, and Table S13 †). The spectrum possesses a blue-shi  in comparison to experiments 16,66 which is a repercussion of the blue-shi  in the 1PA spectrum (Fig. 2a), where the calculated and measured absorption maximum are located at",wavelength_nm=780,reported_direct,auto_provisional_accept,machine_high,auto_accept,"sigma2 candidate has value, unit, and wavelength anchor; A/B quality still needs audit",CAND-0000075
SUP-AUTO-000076,ZPC-000049,,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,sigma_2pa,82,GM,82,GM,,"censed under a Creative Commons Attribution 3.0 Unported Licence. View Article Online --- Page 6 --- 720.84 nm with the highest calculated cross-section at this wavelength of 119.0 GM (Fig. 2b, and Table S13 †). The spectrum possesses a blue-shi  in comparison to experiments 16,66 which is a repercussion of the blue-shi  in the 1PA spectrum (Fig. 2a), where the calculated and measured absorption maximum are located at 359.30 nm and 421.00 nm, respectively (see Table S1 and Fig. S3 †). The calculated 2PA cross-section is higher than the recently reported 2PA cross-sections of DETC in dichloro- methane (82 GM) 16 and dimethyl sulfoxide (40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstrate good correlations. 2–5,30,31 Here, we note that the direct comparison of 2PA cross-sections between experiment and theory is challenging due to the high sensitivity of cross- section values to the variety of experimental parameters and referencing methods, as well as the selection of parameters for the calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA c","n the 1PA spectrum (Fig. 2a), where the calculated and measured absorption maximum are located at 359.30 nm and 421.00 nm, respectively (see Table S1 and Fig. S3 †). The calculated 2PA cross-section is higher than the recently reported 2PA cross-sections of DETC in dichloro- methane (82 GM) 16 and dimethyl sulfoxide (40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstra",wavelength_nm=780,reported_direct,auto_provisional_accept,machine_high,auto_accept,"sigma2 candidate has value, unit, and wavelength anchor; A/B quality still needs audit",CAND-0000076
SUP-AUTO-000077,ZPC-000049,,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,sigma_2pa,40,GM,40,GM,,"censed under a Creative Commons Attribution 3.0 Unported Licence. View Article Online --- Page 6 --- 720.84 nm with the highest calculated cross-section at this wavelength of 119.0 GM (Fig. 2b, and Table S13 †). The spectrum possesses a blue-shi  in comparison to experiments 16,66 which is a repercussion of the blue-shi  in the 1PA spectrum (Fig. 2a), where the calculated and measured absorption maximum are located at 359.30 nm and 421.00 nm, respectively (see Table S1 and Fig. S3 †). The calculated 2PA cross-section is higher than the recently reported 2PA cross-sections of DETC in dichloro- methane (82 GM) 16 and dimethyl sulfoxide (40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstrate good correlations. 2–5,30,31 Here, we note that the direct comparison of 2PA cross-sections between experiment and theory is challenging due to the high sensitivity of cross- section values to the variety of experimental parameters and referencing methods, as well as the selection of parameters for the calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA c","measured absorption maximum are located at 359.30 nm and 421.00 nm, respectively (see Table S1 and Fig. S3 †). The calculated 2PA cross-section is higher than the recently reported 2PA cross-sections of DETC in dichloro- methane (82 GM) 16 and dimethyl sulfoxide (40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstrate good correlations. 2–5,30,31 He",wavelength_nm=780,reported_direct,auto_provisional_accept,machine_high,auto_accept,"sigma2 candidate has value, unit, and wavelength anchor; A/B quality still needs audit",CAND-0000077
SUP-AUTO-000078,ZPC-000049,,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,experimental_context,wavelength_nm=780;power_measurement_plane=not_reported,context,,,,"censed under a Creative Commons Attribution 3.0 Unported Licence. View Article Online --- Page 6 --- 720.84 nm with the highest calculated cross-section at this wavelength of 119.0 GM (Fig. 2b, and Table S13 †). The spectrum possesses a blue-shi  in comparison to experiments 16,66 which is a repercussion of the blue-shi  in the 1PA spectrum (Fig. 2a), where the calculated and measured absorption maximum are located at 359.30 nm and 421.00 nm, respectively (see Table S1 and Fig. S3 †). The calculated 2PA cross-section is higher than the recently reported 2PA cross-sections of DETC in dichloro- methane (82 GM) 16 and dimethyl sulfoxide (40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstrate good correlations. 2–5,30,31 Here, we note that the direct comparison of 2PA cross-sections between experiment and theory is challenging due to the high sensitivity of cross- section values to the variety of experimental parameters and referencing methods, as well as the selection of parameters for the calculation of theoretical spectra 51 and consideration of environmental, i.e., solvent, e ﬀects. Moreover, experimentally reported 2PA c","censed under a Creative Commons Attribution 3.0 Unported Licence. View Article Online --- Page 6 --- 720.84 nm with the highest calculated cross-section at this wavelength of 119.0 GM (Fig. 2b, and Table S13 †). The spectrum possesses a blue-shi  in comparison to experiments 16,66 which is a repercussion of the blue-shi  in the 1PA spectrum (Fig. 2a), where the calculated and measured absorption maximum are located at 359.30 nm and 421.00 nm, respectively (see Table S1 and Fig. S3 †). The calculated 2PA cross-section is higher than the recently reported 2PA cross-sections of DETC in dichloro- methane (82 GM) 16 and dimethyl sulfoxide (40 GM) 66 at 780 nm and 800 nm, respectively. The calculated 2PA using the implicit representation of these solvents is reported in Fig. S8. † Considering spectral shi s in the 1PA spectra, they still demonstrate good correlations. 2–5,30,31 Here, we...",not_applicable,reported_direct,auto_retained_context_candidate,machine_medium,manual_review,context_missing_resin,CAND-0000078
SUP-AUTO-000079,ZPC-000049,,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,pi_loading,0.50,wt%,,,,"vity of the radical formed, as well as the e ﬀectiveness of the S 0 / S1 transition, which controls the light absorbance charac- teristics of photoinitiator molecules. As depicted in Fig. 1, it is modulated by the intersystem crossing (ISC) between singlet and triplet states that depends on the spin –orbit coupling (SOC); it competes with internal conversion (IC) and radiative decay either from a singlet or a triplet state. Therefore, su ﬃ - ciently fast ISC and long-living triplet states (in the case of Norrish type II PIs) are also required for the radical generation process. In addition, for two-photon based 3D printing of materials, high 2PA cross sections are important. 28 Among the most sensitive photoresist systems that have successfully been applied in 3D laser nanoprinting, the combination of pentaerythritol triacrylate (PETA) monomer, that is cross-linking upon FRP, with 7-diethylamino-3- thenoylcoumarin (DETC) photoinitiator, 1,4,5,11,29,30 is broadly used. DETC has shown high printing e ﬃ ciency even in formu- lations with 0.25 and 0.50 wt% 2,4,11,17,29 of the initiator. Higher DETC concentrations are di ﬃ cult to achieve due to limited solubility in PETA. 2,11 It should be noted that other PIs, specif- ically Norrish type I, may show similar e ﬃ ciency in 3D laser nanop","ythritol triacrylate (PETA) monomer, that is cross-linking upon FRP, with 7-diethylamino-3- thenoylcoumarin (DETC) photoinitiator, 1,4,5,11,29,30 is broadly used. DETC has shown high printing e ﬃ ciency even in formu- lations with 0.25 and 0.50 wt% 2,4,11,17,29 of the initiator. Higher DETC concentrations are di ﬃ cult to achieve due to limited solubility in PETA. 2,11 It should be noted that other PIs, specif- ically Norrish type I, may show similar e ﬃ ciency in 3D laser nanop",converted_from_wt_percent,converted_from_wt_percent,auto_provisional_accept,machine_high,auto_accept,loading candidate has raw value/unit; normalization basis recorded,CAND-0000079
SUP-AUTO-000080,ZPC-000049,,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,experimental_context,power_measurement_plane=not_reported;resin_formulation=candidate_in_anchor,context,,,,"vity of the radical formed, as well as the e ﬀectiveness of the S 0 / S1 transition, which controls the light absorbance charac- teristics of photoinitiator molecules. As depicted in Fig. 1, it is modulated by the intersystem crossing (ISC) between singlet and triplet states that depends on the spin –orbit coupling (SOC); it competes with internal conversion (IC) and radiative decay either from a singlet or a triplet state. Therefore, su ﬃ - ciently fast ISC and long-living triplet states (in the case of Norrish type II PIs) are also required for the radical generation process. In addition, for two-photon based 3D printing of materials, high 2PA cross sections are important. 28 Among the most sensitive photoresist systems that have successfully been applied in 3D laser nanoprinting, the combination of pentaerythritol triacrylate (PETA) monomer, that is cross-linking upon FRP, with 7-diethylamino-3- thenoylcoumarin (DETC) photoinitiator, 1,4,5,11,29,30 is broadly used. DETC has shown high printing e ﬃ ciency even in formu- lations with 0.25 and 0.50 wt% 2,4,11,17,29 of the initiator. Higher DETC concentrations are di ﬃ cult to achieve due to limited solubility in PETA. 2,11 It should be noted that other PIs, specif- ically Norrish type I, may show similar e ﬃ ciency in 3D laser nanop","vity of the radical formed, as well as the e ﬀectiveness of the S 0 / S1 transition, which controls the light absorbance charac- teristics of photoinitiator molecules. As depicted in Fig. 1, it is modulated by the intersystem crossing (ISC) between singlet and triplet states that depends on the spin –orbit coupling (SOC); it competes with internal conversion (IC) and radiative decay either from a singlet or a triplet state. Therefore, su ﬃ - ciently fast ISC and long-living triplet states (in the case of Norrish type II PIs) are also required for the radical generation process. In addition, for two-photon based 3D printing of materials, high 2PA cross sections are important. 28 Among the most sensitive photoresist systems that have successfully been applied in 3D laser nanoprinting, the combination of pentaerythritol triacrylate (PETA) monomer, that is cross-linking upon FRP, with 7-d...",not_applicable,reported_direct,auto_retained_context_candidate,machine_medium,manual_review,context_missing_wavelength,CAND-0000080
SUP-AUTO-000081,ZPC-000049,,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,pi_loading,0.50,wt%,,,,"odulated by the intersystem crossing (ISC) between singlet and triplet states that depends on the spin –orbit coupling (SOC); it competes with internal conversion (IC) and radiative decay either from a singlet or a triplet state. Therefore, su ﬃ - ciently fast ISC and long-living triplet states (in the case of Norrish type II PIs) are also required for the radical generation process. In addition, for two-photon based 3D printing of materials, high 2PA cross sections are important. 28 Among the most sensitive photoresist systems that have successfully been applied in 3D laser nanoprinting, the combination of pentaerythritol triacrylate (PETA) monomer, that is cross-linking upon FRP, with 7-diethylamino-3- thenoylcoumarin (DETC) photoinitiator, 1,4,5,11,29,30 is broadly used. DETC has shown high printing e ﬃ ciency even in formu- lations with 0.25 and 0.50 wt% 2,4,11,17,29 of the initiator. Higher DETC concentrations are di ﬃ cult to achieve due to limited solubility in PETA. 2,11 It should be noted that other PIs, specif- ically Norrish type I, may show similar e ﬃ ciency in 3D laser nanoprinting as DETC, but for much higher concentrations. 2,4,11 Owing to its chemical structure (depicted in Fig. 1e), DETC behaves as Norrish type II PI 23 and, for photoresists with co- initiators, shows","ythritol triacrylate (PETA) monomer, that is cross-linking upon FRP, with 7-diethylamino-3- thenoylcoumarin (DETC) photoinitiator, 1,4,5,11,29,30 is broadly used. DETC has shown high printing e ﬃ ciency even in formu- lations with 0.25 and 0.50 wt% 2,4,11,17,29 of the initiator. Higher DETC concentrations are di ﬃ cult to achieve due to limited solubility in PETA. 2,11 It should be noted that other PIs, specif- ically Norrish type I, may show similar e ﬃ ciency in 3D laser nanoprinti",converted_from_wt_percent,converted_from_wt_percent,auto_provisional_accept,machine_high,auto_accept,loading candidate has raw value/unit; normalization basis recorded,CAND-0000081
SUP-AUTO-000082,ZPC-000049,,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,experimental_context,power_measurement_plane=not_reported;resin_formulation=candidate_in_anchor,context,,,,"odulated by the intersystem crossing (ISC) between singlet and triplet states that depends on the spin –orbit coupling (SOC); it competes with internal conversion (IC) and radiative decay either from a singlet or a triplet state. Therefore, su ﬃ - ciently fast ISC and long-living triplet states (in the case of Norrish type II PIs) are also required for the radical generation process. In addition, for two-photon based 3D printing of materials, high 2PA cross sections are important. 28 Among the most sensitive photoresist systems that have successfully been applied in 3D laser nanoprinting, the combination of pentaerythritol triacrylate (PETA) monomer, that is cross-linking upon FRP, with 7-diethylamino-3- thenoylcoumarin (DETC) photoinitiator, 1,4,5,11,29,30 is broadly used. DETC has shown high printing e ﬃ ciency even in formu- lations with 0.25 and 0.50 wt% 2,4,11,17,29 of the initiator. Higher DETC concentrations are di ﬃ cult to achieve due to limited solubility in PETA. 2,11 It should be noted that other PIs, specif- ically Norrish type I, may show similar e ﬃ ciency in 3D laser nanoprinting as DETC, but for much higher concentrations. 2,4,11 Owing to its chemical structure (depicted in Fig. 1e), DETC behaves as Norrish type II PI 23 and, for photoresists with co- initiators, shows","odulated by the intersystem crossing (ISC) between singlet and triplet states that depends on the spin –orbit coupling (SOC); it competes with internal conversion (IC) and radiative decay either from a singlet or a triplet state. Therefore, su ﬃ - ciently fast ISC and long-living triplet states (in the case of Norrish type II PIs) are also required for the radical generation process. In addition, for two-photon based 3D printing of materials, high 2PA cross sections are important. 28 Among the most sensitive photoresist systems that have successfully been applied in 3D laser nanoprinting, the combination of pentaerythritol triacrylate (PETA) monomer, that is cross-linking upon FRP, with 7-diethylamino-3- thenoylcoumarin (DETC) photoinitiator, 1,4,5,11,29,30 is broadly used. DETC has shown high printing e ﬃ ciency even in formu- lations with 0.25 and 0.50 wt% 2,4,11,17,29 of the initia...",not_applicable,reported_direct,auto_retained_context_candidate,machine_medium,manual_review,context_missing_wavelength,CAND-0000082
SUP-AUTO-000083,ZPC-000049,,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,pi_loading,0.50,wt%,,,,"mbination of pentaerythritol triacrylate (PETA) monomer, that is cross-linking upon FRP, with 7-diethylamino-3- thenoylcoumarin (DETC) photoinitiator, 1,4,5,11,29,30 is broadly used. DETC has shown high printing e ﬃ ciency even in formu- lations with 0.25 and 0.50 wt% 2,4,11,17,29 of the initiator. Higher DETC concentrations are di ﬃ cult to achieve due to limited solubility in PETA. 2,11 It should be noted that other PIs, specif- ically Norrish type I, may show similar e ﬃ ciency in 3D laser nanoprinting as DETC, but for much higher concentrations. 2,4,11 Owing to its chemical structure (depicted in Fig. 1e), DETC behaves as Norrish type II PI 23 and, for photoresists with co- initiators, shows N = 2 photon absorption dependence (using femtosecond lasers with around 800 nm). 4 It was also reported Fig. 1 Schematic representation of the radical formation mechanisms in 3D laser nanoprinting. (a) Norrish type I PIs: photoinduced transition from the ground to the singlet excited state followed by intersystem crossing (ISC) to the lowest triplet state and the formation of radicals. (b) Radical formation via bond cleavage in Norrish type I photoinitiators. (c) Radical formation via hydrogen abstraction from a co-initiator in the presence of Norrish type II PIs. (d) Multiphoton activatio","ythritol triacrylate (PETA) monomer, that is cross-linking upon FRP, with 7-diethylamino-3- thenoylcoumarin (DETC) photoinitiator, 1,4,5,11,29,30 is broadly used. DETC has shown high printing e ﬃ ciency even in formu- lations with 0.25 and 0.50 wt% 2,4,11,17,29 of the initiator. Higher DETC concentrations are di ﬃ cult to achieve due to limited solubility in PETA. 2,11 It should be noted that other PIs, specif- ically Norrish type I, may show similar e ﬃ ciency in 3D laser nanoprinti",converted_from_wt_percent,converted_from_wt_percent,auto_provisional_accept,machine_high,auto_accept,loading candidate has raw value/unit; normalization basis recorded,CAND-0000083
SUP-AUTO-000084,ZPC-000049,,10.1039/d4sc03527e,Two- and three-photon processes during photopolymerization in 3D laser printing,experimental_context,wavelength_nm=800;power_measurement_plane=not_reported;resin_formulation=candidate_in_anchor,context,,,,"mbination of pentaerythritol triacrylate (PETA) monomer, that is cross-linking upon FRP, with 7-diethylamino-3- thenoylcoumarin (DETC) photoinitiator, 1,4,5,11,29,30 is broadly used. DETC has shown high printing e ﬃ ciency even in formu- lations with 0.25 and 0.50 wt% 2,4,11,17,29 of the initiator. Higher DETC concentrations are di ﬃ cult to achieve due to limited solubility in PETA. 2,11 It should be noted that other PIs, specif- ically Norrish type I, may show similar e ﬃ ciency in 3D laser nanoprinting as DETC, but for much higher concentrations. 2,4,11 Owing to its chemical structure (depicted in Fig. 1e), DETC behaves as Norrish type II PI 23 and, for photoresists with co- initiators, shows N = 2 photon absorption dependence (using femtosecond lasers with around 800 nm). 4 It was also reported Fig. 1 Schematic representation of the radical formation mechanisms in 3D laser nanoprinting. (a) Norrish type I PIs: photoinduced transition from the ground to the singlet excited state followed by intersystem crossing (ISC) to the lowest triplet state and the formation of radicals. (b) Radical formation via bond cleavage in Norrish type I photoinitiators. (c) Radical formation via hydrogen abstraction from a co-initiator in the presence of Norrish type II PIs. (d) Multiphoton activatio","mbination of pentaerythritol triacrylate (PETA) monomer, that is cross-linking upon FRP, with 7-diethylamino-3- thenoylcoumarin (DETC) photoinitiator, 1,4,5,11,29,30 is broadly used. DETC has shown high printing e ﬃ ciency even in formu- lations with 0.25 and 0.50 wt% 2,4,11,17,29 of the initiator. Higher DETC concentrations are di ﬃ cult to achieve due to limited solubility in PETA. 2,11 It should be noted that other PIs, specif- ically Norrish type I, may show similar e ﬃ ciency in 3D laser nanoprinting as DETC, but for much higher concentrations. 2,4,11 Owing to its chemical structure (depicted in Fig. 1e), DETC behaves as Norrish type II PI 23 and, for photoresists with co- initiators, shows N = 2 photon absorption dependence (using femtosecond lasers with around 800 nm). 4 It was also reported Fig. 1 Schematic representation of the radical formation mechanisms in 3D laser nanopri...",not_applicable,reported_direct,auto_provisional_accept,machine_high,auto_accept,context candidate has wavelength and resin signal; equality across all PIs still needs audit,CAND-0000084
