entity_id,paper_id,doi,source_label,candidate_count,eligible_candidate_count,resolved_candidate_count,distinct_external_inchikeys,selected_query_name,selected_query_slug,selected_candidate_type,selected_candidate_id,source_location,rendered_page_path,pubchem_cid,canonical_smiles,inchikey,molecular_formula,fragment_count,formal_charge,decision_status,confidence_tier,decision_basis,scientific_use_boundary
SRCENT-bfb599b991d7eddb3b,ZPC-004234,10.1002/cptc.202000146,compound 1,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-8eb025687c20e53dbe,ZPC-004234,10.1002/cptc.202000146,compound 2,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-439c2a6ec83b3cefb2,ZPC-004234,10.1002/cptc.202000146,DCCA,66,1,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-e39c3e1084c35d5cde,ZPC-003094,10.1002/lpor.201600079,PI 5,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-e7312313c6c963c9ad,ZPC-004253,10.1002/pi.1835,compound 2,6,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-2dbc5d429858c0f88c,ZPC-004253,10.1002/pi.1835,compound 3,4,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-6066f2aca821b037dc,ZPC-004253,10.1002/pi.1835,compound 4,6,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-bf25224a98cd1e26d2,ZPC-004253,10.1002/pi.1835,Darocur 1173,7,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-14dc4550b0c4925034,ZPC-004394,10.1002/pola.28571,benzophenone,11,6,6,1,benzophenone,q_a45aa15c1eb9ab38b675,exact_source_common_name,TXTID-6c0a1d6eaebe7bb0,PDF page 1; embedded-text characters 2914-2926,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-004394\page_0001.png,3102,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-da0b8ed42298284a7b,ZPC-005323,10.1002/polb.24891,thioxanthone,9,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-cc21558414e39a1163,OA2P-000080,10.1007/s00170-022-08731-1,PI 0,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-81400a73c96186dd31,OA2P-000087,10.1007/s40820-020-00577-0,CO2,60,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-a5516e3e1ded6213ae,ZPC-005476,10.1016/j.actbio.2010.10.023,Irgacure 2959,15,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-ff6ca0382c148b2874,ZPC-000021,10.1016/j.dental.2015.10.013,CQ,59,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-e84320672c6f55f95f,ZPC-000021,10.1016/j.dental.2015.10.013,DMAEMA,3,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-2065768a4c38a8ddc2,ZPC-000021,10.1016/j.dental.2015.10.013,DPIHP,29,2,2,1,,,,,,,,,,,,,provisional_external_match_multicomponent,B_text_multicomponent,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-a20226c84e279e4512,ZPC-000021,10.1016/j.dental.2015.10.013,EDMAB,58,1,1,1,ethyl-4-dimethylaminobenzoate,q_d73d03100a372515de3a,full_name_before_parenthesized_label,TXTID-b7050ad9fb7b625f,PDF page 2; embedded-text characters 734-739,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-000021\page_0002.png,25127,CCOC(=O)c1ccc(N(C)C)cc1,FZUGPQWGEGAKET-UHFFFAOYSA-N,C11H15NO2,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,explicit_source_local_name_expansion_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-d3e423d688210b2c32,zotero_2SCTZD9L,10.1016/j.dyepig.2017.02.040,Irgacure 2959,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-da54801d8f297e0812,zotero_WD4L7CWE,10.1016/j.eurpolymj.2019.109295,BA740,20,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-2219a604c8ef37b54b,ZPC-001468,10.1016/j.eurpolymj.2019.109295,TEA,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-b96775b3cab2362d89,zotero_A7T5Q7PK,10.1016/j.eurpolymj.2020.110209,compound 1,3,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-2fdf60bd6fb3e2f85c,zotero_A7T5Q7PK,10.1016/j.eurpolymj.2020.110209,thioxanthone,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-e35c563211f6a6f64d,ZPC-006106,10.1016/j.eurpolymj.2021.110293,Darocur1173,18,1,1,1,2-hydroxy-2-methylpropiophenone,q_6535eafce1dacf2747be,full_name_before_parenthesized_label,TXTID-e4ac05e3cb19c56d,PDF page 2; embedded-text characters 2220-2231,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-006106\page_0002.png,81984,CC(C)(O)C(=O)c1ccccc1,XMLYCEVDHLAQEL-UHFFFAOYSA-N,C10H12O2,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,explicit_source_local_name_expansion_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-8e1db9d4c98a593413,ZPC-006106,10.1016/j.eurpolymj.2021.110293,ZnO-TDI-1173,63,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-c424c9fb41efae8f42,OA2P-000106,10.1016/j.eurpolymj.2023.111883,camphorquinone,4,4,4,1,camphorquinone,q_d68c88f7d8e89249fb67,exact_source_common_name,TXTID-877af16027494f2c,PDF page 10; embedded-text characters 1859-1873,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\OA2P-000106\page_0010.png,25208,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-80c712f7d0da19bffb,ZPC-005897,10.1016/j.indcrop.2020.113210,TPOL,21,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-8e15764522dc236729,ZPC-001187,10.1016/j.jphotochem.2007.03.002,PI 1,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-f36457cdfca9a655df,ZPC-001187,10.1016/j.jphotochem.2007.03.002,PI 2,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-33b348e18e67b99637,zotero_MZLGYQTP,10.1016/j.jphotochem.2009.02.007,DMDPI,21,2,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-771b9eb82ecc5b410c,ZPC-006320,10.1016/j.jphotochem.2019.112225,BFC,94,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-d4818592609366bb91,ZPC-006320,10.1016/j.jphotochem.2019.112225,PI 2,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-19dfb513ff81876879,ZPC-003710,10.1016/j.jphotochem.2020.112844,camphorquinone,9,8,8,1,camphorquinone,q_d68c88f7d8e89249fb67,exact_source_common_name,TXTID-0c76178dae92d086,PDF page 1; embedded-text characters 1636-1650,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-003710\page_0001.png,25208,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-c39178b0784b14987e,zotero_QH8XLKS5,10.1016/j.polymer.2017.04.039,Lucirin TPOL,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-150ae3be5ccf651755,ZPC-000304,10.1016/j.porgcoat.2018.05.008,Darocur 1173,19,1,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-aa7a9f16af2f0af37f,ZPC-000304,10.1016/j.porgcoat.2018.05.008,Darocur 184,5,1,1,1,1-Hydroxycyclohexyl phenyl ketone,q_2af0e506f9e7f5bba9b6,full_name_before_parenthesized_label,TXTID-9d0923dc97216fe3,PDF page 2; embedded-text characters 427-438,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-000304\page_0002.png,70355,O=C(c1ccccc1)C1(O)CCCCC1,QNODIIQQMGDSEF-UHFFFAOYSA-N,C13H16O2,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,explicit_source_local_name_expansion_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-980eff1ece9f559747,ZPC-000304,10.1016/j.porgcoat.2018.05.008,Darocur 651,5,1,1,1,Benzil dimethyl ketal,q_0fc1258e2d0b1a631b0a,full_name_before_parenthesized_label,TXTID-ba4b83f9d043779b,PDF page 2; embedded-text characters 472-483,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-000304\page_0002.png,90571,COC(OC)(C(=O)c1ccccc1)c1ccccc1,KWVGIHKZDCUPEU-UHFFFAOYSA-N,C16H16O3,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,explicit_source_local_name_expansion_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-200723efa959a42d27,ZPC-000304,10.1016/j.porgcoat.2018.05.008,PI 66,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-cbed2fe764e54f3a86,ZPC-004082,10.1016/j.porgcoat.2019.06.027,OXE1,28,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-973108374789b87a33,ZPC-000285,10.1016/j.porgcoat.2020.105546,Irgacure 184,38,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-3c5f5ba01047b3e87a,ZPC-005973,10.1016/j.porgcoat.2021.106214,Irgacure 2959,7,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-60ad136656e7ed0d46,ZPC-005973,10.1016/j.porgcoat.2021.106214,thioxanthone,21,16,16,1,thioxanthone,q_b55da9bbd4401eefdf71,exact_source_common_name,TXTID-008a6f5c289244dc,PDF page 1; embedded-text characters 3308-3320,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-005973\page_0001.png,10295,O=c1c2ccccc2sc2ccccc12,YRHRIQCWCFGUEQ-UHFFFAOYSA-N,C13H8OS,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-adbaaf2183a501cf1e,ZPC-005497,10.1016/j.progpolymsci.2020.101277,camphorquinone,2,2,2,1,camphorquinone,q_d68c88f7d8e89249fb67,exact_source_common_name,TXTID-92aec80c6adf1837,PDF page 5; embedded-text characters 1472-1486,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-005497\page_0005.png,25208,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-ff6e693086a48c5b4a,ZPC-005497,10.1016/j.progpolymsci.2020.101277,thioxanthone,4,4,4,1,thioxanthone,q_b55da9bbd4401eefdf71,exact_source_common_name,TXTID-dba9b8d8c27550f2,PDF page 8; embedded-text characters 2319-2331,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-005497\page_0008.png,10295,O=c1c2ccccc2sc2ccccc12,YRHRIQCWCFGUEQ-UHFFFAOYSA-N,C13H8OS,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-5e2ce95f52eb9ad889,ZPC-003074,10.1016/j.saa.2007.07.064,compound 4,13,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-d276c0b540cd979d9c,OA2P-000132,10.1016/s0007-8506(07)61699-0,TEA,6,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-f00966f6c0f1a5a48a,zotero_SRU6DZHE,10.1021/acs.macromol.0c01518,benzophenone,4,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-ffecb74a0899ec6fec,ZPC-001606,10.1021/acs.macromol.1c00761,benzophenone,14,6,6,1,benzophenone,q_a45aa15c1eb9ab38b675,exact_source_common_name,TXTID-5ce672d5613d98e2,PDF page 4; embedded-text characters 1879-1891,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-001606\page_0004.png,3102,O=C(c1ccccc1)c1ccccc1,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-2bc07af501282a7369,ZPC-001606,10.1021/acs.macromol.1c00761,camphorquinone,3,3,3,1,camphorquinone,q_d68c88f7d8e89249fb67,exact_source_common_name,TXTID-9eb25a21bfbd2973,PDF page 4; embedded-text characters 5022-5036,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-001606\page_0004.png,25208,CC12CCC(C(=O)C1=O)C2(C)C,VNQXSTWCDUXYEZ-UHFFFAOYSA-N,C10H14O2,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-34230a461b8f18a7b9,ZPC-001606,10.1021/acs.macromol.1c00761,compound 5,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-7c2219fdb32c70340e,ZPC-001606,10.1021/acs.macromol.1c00761,DMPT,50,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-f394e00e68fa688bb6,ZPC-001606,10.1021/acs.macromol.1c00761,thioxanthone,1,1,1,1,thioxanthone,q_b55da9bbd4401eefdf71,exact_source_common_name,TXTID-c7a3df7559f192cd,PDF page 4; embedded-text characters 1909-1921,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\ZPC-001606\page_0004.png,10295,O=c1c2ccccc2sc2ccccc12,YRHRIQCWCFGUEQ-UHFFFAOYSA-N,C13H8OS,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-90e15f63df794f3e59,ZPC-000031,10.1021/acs.macromol.7b00089,OXE01,36,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-fe7efd003eaed4b103,ZPC-004762,10.1021/acs.macromol.8b02640,compound 4,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-be3fe956762ec2104e,ZPC-004762,10.1021/acs.macromol.8b02640,Irgacure 2959,2,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-7386a331106f73837e,ZPC-004762,10.1021/acs.macromol.8b02640,Irgacure 754,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-df74f0a50698ec67ed,ZPC-004762,10.1021/acs.macromol.8b02640,Tea,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-d222cc8e85c04a0ca6,ZPC-004762,10.1021/acs.macromol.8b02640,thioxanthone,3,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-d2772a0ff64f2edf22,zotero_RZAZ6SD2,10.1021/acsami.8b15011,Irgacure 2959,1,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-de2eda9af43d872c06,zotero_B6B7CEZ3,10.1021/acsapm.0c01291,PI 2,0,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-441e8995fec6cb3ac9,zotero_B6B7CEZ3,10.1021/acsapm.0c01291,thioxanthone,16,1,1,1,thioxanthone,q_b55da9bbd4401eefdf71,exact_source_common_name,TXTID-d9ff231ac508d288,PDF page 10; embedded-text characters 417-429,LOCAL_SOURCE_ROOT_REDACTED\outputs\literature_kb_source_text_identity_recovery_20260906\source_pages\zotero_B6B7CEZ3\page_0010.png,10295,O=c1c2ccccc2sc2ccccc12,YRHRIQCWCFGUEQ-UHFFFAOYSA-N,C13H8OS,1,0,independent_database_crosschecked_source_text_identity,A_text_crosschecked,exact_unambiguous_common_name_in_source_plus_pubchem,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
SRCENT-43926d3c957ac62ca5,ZPC-004587,10.1021/acsapm.2c00316,H-Nu,24,0,0,0,,,,,,,,,,,,,unresolved_no_eligible_source_text_definition,U_text,,"Molecular identity linkage only; not evidence for experimental values, model performance, screening outcomes, or simulation inputs."
